Country Name,Country Code,Series Name,Series Code,year,value,unit
Costa Rica,CRI,Agricultural land (% of land area),AG.LND.AGRI.ZS,2023,NA,% of land area
Costa Rica,CRI,Agricultural land (% of land area),AG.LND.AGRI.ZS,2024,NA,% of land area
Costa Rica,CRI,Agricultural land (sq. km),AG.LND.AGRI.K2,2018,17825,sq. km
Costa Rica,CRI,Agricultural land (sq. km),AG.LND.AGRI.K2,2019,17760,sq. km
Costa Rica,CRI,Agricultural land (sq. km),AG.LND.AGRI.K2,2020,17860,sq. km
Costa Rica,CRI,Agricultural land (sq. km),AG.LND.AGRI.K2,2021,18110,sq. km
Costa Rica,CRI,Agricultural land (sq. km),AG.LND.AGRI.K2,2022,NA,sq. km
Costa Rica,CRI,Agricultural land (sq. km),AG.LND.AGRI.K2,2023,NA,sq. km
Costa Rica,CRI,Agricultural land (sq. km),AG.LND.AGRI.K2,2024,NA,sq. km
Costa Rica,CRI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2018,NA,% of total agricultural land
Costa Rica,CRI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2019,NA,% of total agricultural land
Costa Rica,CRI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2020,NA,% of total agricultural land
Costa Rica,CRI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2021,NA,% of total agricultural land
Costa Rica,CRI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2022,NA,% of total agricultural land
Costa Rica,CRI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2023,NA,% of total agricultural land
Costa Rica,CRI,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,2024,NA,% of total agricultural land
Costa Rica,CRI,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2018,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2019,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2020,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2021,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2022,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2023,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,2024,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2018,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2019,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2020,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2021,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2022,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2023,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,2024,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2018,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2019,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2020,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2021,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2022,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2023,NA,hours per week
Costa Rica,CRI,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,2024,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2018,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2019,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2020,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2021,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2022,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2023,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,2024,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2018,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2019,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2020,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2021,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2022,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2023,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,2024,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2018,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2019,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2020,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2021,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2022,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2023,NA,hours per week
Costa Rica,CRI,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,2024,NA,hours per week
Costa Rica,CRI,Completeness of birth registration (%),SP.REG.BRTH.ZS,2018,NA,%
Costa Rica,CRI,Completeness of birth registration (%),SP.REG.BRTH.ZS,2019,NA,%
Costa Rica,CRI,Completeness of birth registration (%),SP.REG.BRTH.ZS,2020,NA,%
Costa Rica,CRI,Completeness of birth registration (%),SP.REG.BRTH.ZS,2021,NA,%
Costa Rica,CRI,Completeness of birth registration (%),SP.REG.BRTH.ZS,2022,NA,%
Costa Rica,CRI,Completeness of birth registration (%),SP.REG.BRTH.ZS,2023,NA,%
Costa Rica,CRI,Completeness of birth registration (%),SP.REG.BRTH.ZS,2024,NA,%
Costa Rica,CRI,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2018,0,% of GDP
Costa Rica,CRI,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2019,0,% of GDP
Costa Rica,CRI,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2020,0,% of GDP
Costa Rica,CRI,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2021,0,% of GDP
Costa Rica,CRI,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2022,NA,% of GDP
Costa Rica,CRI,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2023,NA,% of GDP
Costa Rica,CRI,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,2024,NA,% of GDP
Costa Rica,CRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2018,5.056,"per 1,000 people"
Costa Rica,CRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2019,5.124,"per 1,000 people"
Costa Rica,CRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2020,5.573,"per 1,000 people"
Costa Rica,CRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2021,6.567,"per 1,000 people"
Costa Rica,CRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2022,6.106,"per 1,000 people"
Costa Rica,CRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2023,5.457,"per 1,000 people"
Costa Rica,CRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2024,NA,"per 1,000 people"
Costa Rica,CRI,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2018,NA,1-5 scale; 5=best
Costa Rica,CRI,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2019,NA,1-5 scale; 5=best
Costa Rica,CRI,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2020,NA,1-5 scale; 5=best
Costa Rica,CRI,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2021,NA,1-5 scale; 5=best
Costa Rica,CRI,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2022,NA,1-5 scale; 5=best
Costa Rica,CRI,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2023,NA,1-5 scale; 5=best
Costa Rica,CRI,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,2024,NA,1-5 scale; 5=best
Costa Rica,CRI,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2018,4.8021407731772,modeled ILO estimate
Costa Rica,CRI,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2019,3.71878666492848,modeled ILO estimate
Costa Rica,CRI,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2020,3.57216172418207,modeled ILO estimate
Costa Rica,CRI,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2021,3.36046579330422,modeled ILO estimate
Costa Rica,CRI,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2022,3.38610206915561,modeled ILO estimate
Costa Rica,CRI,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2023,3.31335290806469,modeled ILO estimate
Costa Rica,CRI,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2024,NA,modeled ILO estimate
Costa Rica,CRI,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2018,1.94814003966917,modeled ILO estimate
Costa Rica,CRI,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2019,1.9268381658118101,modeled ILO estimate
Costa Rica,CRI,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2020,1.69504139442497,modeled ILO estimate
Costa Rica,CRI,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2021,1.69853025779533,modeled ILO estimate
Costa Rica,CRI,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2022,1.52573973378838,modeled ILO estimate
Costa Rica,CRI,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2023,1.95557042183193,modeled ILO estimate
Costa Rica,CRI,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2024,NA,modeled ILO estimate
Costa Rica,CRI,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2018,3.69513869641564,modeled ILO estimate
Costa Rica,CRI,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2019,2.99722541398673,modeled ILO estimate
Costa Rica,CRI,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2020,2.84849732033587,modeled ILO estimate
Costa Rica,CRI,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2021,2.71130391999167,modeled ILO estimate
Costa Rica,CRI,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2022,2.64393596963078,modeled ILO estimate
Costa Rica,CRI,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2023,2.78743907093753,modeled ILO estimate
Costa Rica,CRI,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,2024,NA,modeled ILO estimate
Ecuador,ECU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2018,85.6,% of rural population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2019,85.7,% of rural population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2020,85.5,% of rural population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2021,85.6,% of rural population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2022,85.7,% of rural population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2023,NA,% of rural population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2024,NA,% of rural population
Ecuador,ECU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2018,94.5,% of population
Ecuador,ECU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2019,94.4,% of population
Ecuador,ECU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2020,94.4,% of population
Ecuador,ECU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2021,94.5,% of population
Ecuador,ECU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2022,94.5,% of population
Ecuador,ECU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2023,NA,% of population
Ecuador,ECU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2024,NA,% of population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2018,99,% of urban population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2019,99,% of urban population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2020,99,% of urban population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2021,99,% of urban population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2022,98.9,% of urban population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2023,NA,% of urban population
Ecuador,ECU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2024,NA,% of urban population
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2018,98.7,% of population
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2019,99.1,% of population
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2020,98.9,% of population
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2021,100,% of population
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2022,100,% of population
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2023,98.7,% of population
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2024,NA,% of population
Ecuador,ECU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2018,96.9,% of rural population
Ecuador,ECU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2019,97.8,% of rural population
Ecuador,ECU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2020,97.4,% of rural population
Ecuador,ECU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2021,100,% of rural population
Ecuador,ECU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2022,100,% of rural population
Ecuador,ECU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2023,95.5,% of rural population
Ecuador,ECU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2024,NA,% of rural population
Ecuador,ECU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2018,99.7,% of urban population
Ecuador,ECU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2019,99.8,% of urban population
Ecuador,ECU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2020,99.7,% of urban population
Ecuador,ECU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2021,100,% of urban population
Ecuador,ECU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2022,100,% of urban population
Ecuador,ECU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2023,100,% of urban population
Ecuador,ECU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2024,NA,% of urban population
Ecuador,ECU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2018,NA,% of population ages 15+
Ecuador,ECU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2019,NA,% of population ages 15+
Ecuador,ECU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2020,NA,% of population ages 15+
Ecuador,ECU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2021,64.18,% of population ages 15+
Ecuador,ECU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2022,NA,% of population ages 15+
Ecuador,ECU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2023,NA,% of population ages 15+
Ecuador,ECU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2024,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2018,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2019,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2020,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2021,57.95,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2022,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2023,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2024,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,2018,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,2019,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,2020,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,2021,70.59,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,2022,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,2023,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,2024,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,2018,NA,% of population ages 25+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,2019,NA,% of population ages 25+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,2020,NA,% of population ages 25+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,2021,67.87,% of population ages 25+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,2022,NA,% of population ages 25+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,2023,NA,% of population ages 25+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,2024,NA,% of population ages 25+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,2018,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,2019,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,2020,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,2021,59.15,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,2022,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,2023,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,2024,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2018,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2019,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2020,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2021,60.21,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2022,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2023,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2024,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2018,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2019,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2020,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2021,67.51,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2022,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2023,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2024,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2018,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2019,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2020,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2021,66.56,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2022,NA,% of population ages 15+
Ecuador,ECU,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2023,NA,% of population ages 15+
